Organisation Name;Main Phone;Website;Region;Notes;Joined Date;Notes, but can there be a heading Membership Breaks
De Montfort University;0116 2577595;http://www.dmu.ac.uk;East Midlands;"E-mail approved. Copyright ?

Stuart Marriott was acting HoS until a replacement was found for Stephen Robinson. 24.02.2012. SW. Lucy Madahar started as the new Head of Careers and Employability on 30 June 2012. Stuart Marriott & Adele Browne listed as Deputies, both included on AGCAS-HEADS

Adele Browne and Richard Bowden named deputies, included on AGCAS-HEADS (01/03/16)
Phil Curtis also named as deputy (30/08/16)";1/8/14;
