Page URL;Menu Item;Resource URL;Title;Brief Description;Date;Member Only;Collection;Resource Type;Artificial intelligence;Bone;Cardiovascular;Careers;Coding & HRGs;Diagnostics;Educational;Endocrinology;Equipment;Gastro;Haematology;Infection;Lung;Management;Management and Workforce;Molecular Radiotherapy;Neurology;Oncology;Paediatrics;PET and PET-CT;Physics – dosimetry;Physics – imaging science;Physics – radiation protection;Radiopharmaceutical Development;Radiopharmacy;Renal;Therapeutic;Thyroid;Training;Working in NM
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1PGwR0ca8MT0_dInXSl1WZkxOmJ998rWT/view;P01 Determining SPECT/CT semi-quantification ratio cut-offs for guiding surgical man-agement in patients with UCH: A local retrospective study;;2025;Yes;Events;Posters;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1T1W6CKB8Gkw55FtfJg_7nM7PicuyG1SL/view;P02 Unmasking The Heart: When Bone Scan Reveals More Than Expected;;2025;Yes;Events;Posters;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1OoBZf39lMnup78MRZqAEXzxrp2db4tC3/view;P03 Calcium score as a gatekeeper for myocardial perfusion scan;;2025;Yes;Events;Posters;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1zGGh7IzhUfN-5hY3lRxmV9BgbYKjp6L5/view;"P04 “Reversible Myocardial Injury” in Cardiac Transplant Rejection: A Case Report
Highlighting the Role of 18F-FDG and 82Rb-PET Imaging";;2025;Yes;Events;Posters;;;X;;;;;;;;;;;;;;;;;X;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1znJ4TG5dW8vGR2sh9qWUMjuiOF43Aw5G/view;P05 Streamlining current protocols in octreotide imaging;;2025;Yes;Events;Posters;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1j6eO7olZZmou2Bwa3462LC-jQd86be05/view;P07 How bad is bad? Diagnostic Efficacy of Modified SehCAT Protocols of Bile Acid Malabsorption In Frimley Park Hospital;;2025;Yes;Events;Posters;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1m0yufw2A4E5kh1WqhN46k0A0Q9byG15a/view;P08 MHRA Trusted Advisory Group (TAG);;2025;Yes;Events;Posters;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1IVRb73LVCcTQfSnE1jFnaiNl9FInRobw/view;"P09 Supporting research capacity in Nuclear Medicine – a synergistic relationship
between clinical practice and Research & Development";;2025;Yes;Events;Posters;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/16XBEpFbPWc5bN1o3CMC1NGG6QK8LOjXp/view;"P10 Development of a Standardised Training Documentation Template for 
Nuclear Medicine Practice in London";;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1Yg4uAPI0lOvrMwpWtQUR0paQQTca4SXf/view;P11 Transition from Conventional PET to Long Axial Field of View (LAFOV) PET Scanners;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1ttVfb6yBTJSv08WzaeGwOgmLgplMpWuv/view;P12 Implementing the TOTEM study with two newly installed LAFOV PET/CT scanners;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1ayUFvR-473IXZYqAhPDvh77D-Eat4Ua3/view;P13 A Weighty Problem: GLP-1 Agonists and the Altered Images of FDG PET-CT;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/13f8snzJiQDrI0A_63v1kRc8ruyQzGnpN/view;P15 Local Evaluation of PSMA PET/CT: Added Value Over Conventional Imaging in Metastatic Prostate Cancer Detection;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1hUy8CNeOBXhGKPTVkXBjRnpu0188nx99/view;P16 Unexpected [131I] uptake in a benign ovarian serous adenomatous cyst in a patient with synchronous de-differentiating papillary thyroid carcinoma and elevated thyroglobulin resembling metastatic disease;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1snVgd8Lk9-AFPEGj2RxQPIyCwNnHT44W/view;P17 Feasibility of Reduced Scan Time per Bed Position in 68Ga-DOTATATE PET/CT Imaging;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1tfoI9i6SwgyIW1M8W0EMXuBC9a1AraEp/view;"P19 Building confidence, ensuring quality: The role of accreditation in 
Nuclear Medicine and Medical Physics";;2025;Yes;Events;Posters;;;;;;;X;;;;;;;;;;;;;;;X;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/15ou2N6LzuVoPoYSapIeJbyPEacHSopbU/view;"P20 Cutting the Search Time: Artificial Intelligence Improves Efficiency in Nuclear
Medicine Standard operating procedures’ Access";;2025;Yes;Events;Posters;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1UmJWersCT8ryb7NaZWd-8U8tcaU77csM/view;P21Radiation Made Visible Wristband Policy;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1izdsNmp5uskX3ha0VF0m-q0Udk8N5Eq-/view;P22 Dosimetrically guided high administered activity [131I] meta Iodobenzylguanidine therapy for metastatic high-risk neuroblastoma – a single centre experience of 102 patients;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1Z2zs9_XZqGdl54x07N-PlYy4gt9i2-XI/view;P24 Enabling Safer 212Pb Therapy – CAN* paves the way for UK Clinical Trials;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/13h44-Ghx_ETX_F0AdOnzrqFkpeDwmO2d/view;P26 Development of UK Supply Chain for Copper Medical Isotopes;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;
https://drive.google.com/drive/folders/1UgITKsr9gQ360Qywq7Ah3woxoT3wPo2B;Posters Autumn 2025;https://drive.google.com/file/d/1ltGMquzFwACf3rIy-0sKrpOOf2ZPlGvX/view;P27 Development of a PET tracer [68Ga]Ga-BP2P for early inflammation detection in Metabolic Dysfunction–Associated Steatotic Liver Disease (MASLD);;2025;Yes;Events;Posters;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1Y66HaJfyMX1hAx1MdQNXTCPm31W2h19s/view;P001 Bone scan as a pre-operative assessment prior to deep brain stimulation in Parkinson’s disease;;2025;Yes;Events;Posters;;X ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1BXjB4Onm5_a4qST-3Zf_-mQjMbhsccRn/view;P002 DISH-ing out the details: An interesting incidental finding of Diffuse Idiopathic Skeletal Hyperostosis on SPECT-CT;;2025;Yes;Events;Posters;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1SzYkUSx065Q4-JJ3V-uNLL_kGyt-KVI4/view;P004 Imaging spectrum of intraarticular osteoid osteoma: Role of F18 bone scan;Winner of Ignac Fogelman Memorial Prize and Certificate of Merit;2025;Yes;Events;Posters;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1bGJWZ5qjnBvI35g2YBya-NmEYj_qixmw/view;"P005 Global assessment of bone metabolism in chronic kidney disease-mineral bone
disease (CKD-MBD) using novel method of quantification with Na[18F]F PET";;2025;Yes;Events;Posters;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1DRtrbpvpqsScOKszxGD0djx7B_g12dPY/view;"P006 Prevalence of skeletal metastases in patients referred by primary care for
[99mTc]Tc-HDP bone scan";;2025;Yes;Events;Posters;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1VFMklkBgdTL9xvDJ8LSxcoeOLqDGxI0-/view;P008 Prevalence of bone metastases in patients with a history of cancer presenting with musculoskeletal pain;;2025;Yes;Events;Posters;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1Du3yV-EkNzYB68eMKpXtGBVcw6dOHAfA/view;P010 Identification of Cardiac Amyloidosis on Bone Scintigraphy – a streamlined approach;Winner of 2nd Poster Prize and Certificate of Merit;2025;Yes;Events;Posters;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1OVWQdsgnirAMAK3C5fXozZ3QNuhUj-jE/view;P011 Use of SUV SPECT in [99mTc] DPD Imaging for Cardiac Amyloidosis;;2025;Yes;Events;Posters;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1Kj6DsJ3v3IAZvQU9MYD3ME6har14QN8F/view;P013 Image Reconstruction & Analysis of Atherosclerosis Imaging by [18F]FDG PET/CT using Digital PET Technology;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1wMqN9knlzkMxHgJ4lyAa7wnwMTY7u8p0/view;P014 Assessment of Prone+: a tool for artefact reduction in Dual-Position SPECT-only Myocardial Perfusion Imaging;;2025;Yes;Events;Posters;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1PYwcdsXYIf9vvXYde45WhIwZtptpExip/view;P015 Drop in Ejection Fraction between Stress and Rest Myocardial Perfusion Imaging studies: Incidence and possible Clinical Relevance;;2025;Yes;Events;Posters;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1iinSJ3FqO3V3ghjPmBAbVgYVYFFnkq82/view;P016 [Tc99m]Tc-HDP incidentalomas – is our NM heart in it?;;2025;Yes;Events;Posters;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1vAb73CpTkb8sYniPHETSZtIrreU53rmF/view;P017 Effect of deep learning attenuation correction on quantification of myocardial perfusion SPECT;;2025;Yes;Events;Posters;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1LPnRCGU1fKl4uqoyc-VtOdg-bgLsb12Y/view;P018 Dual-position Myocardial Perfusion Imaging (MPI): minimising patient dose by reducing the number of required rest scans.;;2025;Yes;Events;Posters;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1nuQOt9n2pdNKaDTwYWu9O4o_9cMvCoBQ/view;P019 Pictorial Review of the Benefits of SPECT CT in Myocardial Perfusion Imaging;;2025;Yes;Events;Posters;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1z_oSKTFm6-8UdFPOgyl6emlUJ8AtQ864/view;P020 Evaluation of Myocardial Uptake Suppression in [18F]FDG PET-CT Imaging for Cardiac Sarcoidosis;;2025;Yes;Events;Posters;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/12aP0wTRerSDM27yaWgTxn2CDizp8ZY8e/view;"P021 A Forgotten Nuclear Medicine Test Saves the Day: Diagnosing Multifocal Splenosis When All Else Failed – A Rare Case with Critical Lessons for Clinicians and 
Radiologists";;2025;Yes;Events;Posters;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/19w8w8BBNFDIV0gCFjcRtcaBo7Owc8XQz/view;P023 Case study of radiation induced erythema from extravasated 18F[FDG]: A technologist’s experience;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/15aGPJ0EtJK9TEwUz-T71RVUsq2D-lkcI/view;P024 Unexpected finding of diffuse high grade [18F]PSMA-1007 uptake by the entire vasculature;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/17X5yS3Ho9YXFCzkaY2JGPv1q0nwfhQkj/view;P025 [18F]PSMA-positive splenic haemangiomas - avoiding the trap of misdiagnosis: A case report and literature review.;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1PJBpgkiAjf6fI850IXZcS7CeKcfNZPF_/view;P026 A case of Acute Renal Graft Pyelonephritis Detected on [99mTc]Tc-DMSA Renal Scintigraphy;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/12qgRyayVsvK8xLVf9OrJjDiAQvVcaVHH/view;P027 Renal Cell Carcinoma vs Renal Pseudo-Tumour The role of [99mTc] Tc-DMSA SPECT/CT in non-invasive diagnosis;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1d1CuhN1AKf4VyCBIreBNbsCK9hG5f_MV/view;P028 Incidential [18F]PSMA-Positive Renal Oncocytoma in a Prostate Cancer Patient: A Case Report;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1AWky7BpGgfoFxu4T7-_jAwjAE3imksE0/view;P029 The Benefits of Implementing a Single Sample Glomerular Filtration Rate (GFR) Protocol;;2025;Yes;Events;Posters;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1N46iQklxzqwL6qbE-zo7gOPn7162iD-d/view;P031 Should we replace the planar with Single Photon Emission Computed Tomography (SPECT) for Tc 99m Dimercaptosuccinic acid (DMSA)?;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1lyN5g2GiUDUiM312rWl4e3nTtRe8vDU8/view;P032 Efficacy of Radioactive Iodine Therapy with Activity-adjusted for Nodular Size Regimen in Patients with Toxic Adenoma;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/12fwh4nOCCRyWGsu2vlTW1WSqIkUzR50H/view;P033 Characterisation of the cause of hyperthyroidism: Comparison of initial clinical impression and [99mTc]Pertechnetate thyroid scans.;;2025;Yes;Events;Posters;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1JjMyVJ34uMIMnyxwPpMljRL0IlxTb0zL/view;P034 Can CT texture analysis assist in the identification of parathyroid adenomas?;Winner of Certificate of Merit;2025;Yes;Events;Posters;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/16LeDASPixWEnFBobFkAoeZz6md5yCoWu/view;P035 Significant impact of matrix size on localisation of parathyroid adenomas using 18F-Choline PET-CT;;2025;Yes;Events;Posters;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1SRPGBoHum9AoT9l2QXZxbeRbRpEPE-nq/view;P036 Dissecting the parathyroid adenoma scanning protocol!;;2025;Yes;Events;Posters;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1aff7PBCabckj-wViwgpqXOUHzZtPO8OD/view;P037 Shaping Surgical Decisions: The Real-World Impact of Parathyroid Imaging with Single/Dual Tracer SPECT/CT;;2025;Yes;Events;Posters;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1FJ3hoEDgXCvTMRPCQquHbls1cS4broYn/view;P038 Comparing the Impact of USS, 4D-CT, Dual-Tracer Subtraction, and [99mTc]-MIBI SPECT/CT on Clinical Decision-Making in Primary Hyperparathyroidism;;2025;Yes;Events;Posters;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1SaaODlQoil981-QW-37V0n00fa1W299v/view;P039 Variability in SeHCAT cutoff values for diagnosis and severity classification: Clinical implications;;2025;Yes;Events;Posters;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1ddS9tGG9AzPyP9KoEx0myWTMDuL4Jsq5/view;P040 Retrospective study assessing the utility of the liquid phase of the dual gastric emptying study;;2025;Yes;Events;Posters;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1LoIwVCvgJsu5LyyYr0PfvzEjbc-h-dtw/view;P041 Optimisation of Gastric Emptying Studies in South West Wales;;2025;Yes;Events;Posters;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1ncoxakSL4Lh6-t9Ua-BhS34jzh0CGWhu/view;P042 SeHCAT test: Cholecystectomy does not increase the likelihood of an abnormal result beyond normal incidence.;;2025;Yes;Events;Posters;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1eRzKhkOCPwkPyeowentiE0mPYXeqLLIu/view;P043 Mitigating metformin-related bowel uptake in a patient with caecal lymphoma: An interesting case report;;2025;Yes;Events;Posters;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1s4F6H75vPECIe33vjkMSfyTy4XrbnpnL/view;P044 PET-CT in Rosai Dorfman Disease;;2025;Yes;Events;Posters;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1tI_daRTvnQ1h5inEVBJlag9I5cBfHZ0w/view;P045 Comparing Deauville Score on PET response assessment scans in Hodgkin's Lymphoma using Time-of-Flight iterative and Q.Clear reconstruction algorithms;;2025;Yes;Events;Posters;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1ENarOftOzUrqMVqei6UVTWHv_DFBqzUV/view;P046 Assessment of treatment response for skull base osteomyelitis. -Should we insist on a baseline pre-treatment scan?;;2025;Yes;Events;Posters;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1X0jvo02Bm39tkIUPpcLF-cwIJaORwYhl/view;P047 Clinical utility of temporal bone SPECT using Ga-67 against conventional CT and MRI for management of necrotising otitis externa;;2025;Yes;Events;Posters;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1Gj_QUT6rh_2yIy8wmnPvl1-b7M-Xd4SW/view;P048 Clinical impact of 18F FDG PET-CT in the management of patients with infection;Winner of Joint 2nd Student Prize;2025;Yes;Events;Posters;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1gDSxoWKJ5d9NWNImBir43SQy7yGGebUZ/view;P050 Introduction and Service Evaluation of VQ SPECT-CT for Quantitative Lung Assessment;;2025;Yes;Events;Posters;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1xeasG51U0KELfdny80zYVPBmvPOYvFHp/view;P052 Enhancing V/Q SPECT with CT: The added value of low-dose CT in uncovering critical clinical findings;;2025;Yes;Events;Posters;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/12xJn7Fq8jOTAYL-faWMgr91ta2xVZ3iy/view;P053 When the Clot Thickens: Decoding Perfusion Defects in V/Q Scans;Winner of Certificate of Merit;2025;Yes;Events;Posters;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1unPo1RnYvWRFGy0mLg7nwogH7ipvpKrq/view;P054 From Unreliable Generators to Reliable Care: Implementing Technegas for Lung Ventilation SPECT/CT;;2025;Yes;Events;Posters;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
https://drive.google.com/drive/folders/1rXUspTPOcsfteSSL8vYcDy2IXNPlcI9G;Posters Spring 2025;https://drive.google.com/file/d/1Qj-HVcSv3V_WqyD_EnxXSJTDdk7InPpR/view;P055 Negative VQ scan – are we good at excluding CTEPH?;;2025;Yes;Events;Posters;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
